"","Gene","Tratamiento","Tejido","Estres","Tiempo","Replica","Expresion_TPM"
"3984","Gene_165","CRISPR","Rinon","Medio","72h",13,4.69744785399492
"3985","Gene_018","DrugB","Rinon","Medio","48h",1,3.29401012080212
"3986","Gene_053","Control","Higado","Bajo","48h",23,7.53421220191345
"3987","Gene_002","Control","Rinon","Medio","24h",24,10.3354830776781
"3988","Gene_060","Control","Rinon","Bajo","24h",3,5.52243851256955
"3989","Gene_104","Control","Rinon","Bajo","24h",19,4.91584729585641
"3990","Gene_107","DrugA","Higado","Medio","48h",16,7.27127611191164
"3991","Gene_139","DrugB","Musculo","Alto","72h",26,4.89445583387624
"3992","Gene_053","DrugB","Rinon","Medio","48h",14,5.5364242616236
"3993","Gene_055","CRISPR","Higado","Bajo","48h",10,9.31249823360662
"3994","Gene_156","DrugA","Cerebro","Bajo","48h",29,4.48990068948865
"3995","Gene_120","DrugB","Musculo","Alto","24h",20,13.3028358356525
"3996","Gene_031","DrugA","Musculo","Medio","48h",15,13.4729185569584
"3997","Gene_058","Control","Musculo","Bajo","48h",19,3.21411136895134
"3998","Gene_025","RNAi","Cerebro","Medio","48h",10,6.99984811395442
"3999","Gene_054","CRISPR","Higado","Alto","48h",30,6.0111973961827
"4000","Gene_127","DrugB","Higado","Alto","72h",16,18.9386102863173
"4001","Gene_148","DrugA","Musculo","Medio","48h",6,10.8172649694483
"4002","Gene_174","RNAi","Cerebro","Alto","48h",19,7.26456112009305
"4003","Gene_190","CRISPR","Cerebro","Medio","72h",19,5.21249218317803
"4004","Gene_109","CRISPR","Rinon","Alto","24h",25,6.3126480152664
"4005","Gene_196","RNAi","Rinon","Alto","48h",28,6.79516111383354
"4006","Gene_117","CRISPR","Rinon","Bajo","72h",15,12.1848815414809
"4007","Gene_190","DrugB","Musculo","Medio","72h",25,7.16700806679393
"4008","Gene_188","RNAi","Musculo","Bajo","48h",19,6.68411970375266
"4009","Gene_025","CRISPR","Cerebro","Medio","24h",25,18.3125217618536
"4010","Gene_182","CRISPR","Rinon","Medio","48h",2,7.16818395765458
"4011","Gene_119","Control","Musculo","Bajo","72h",29,2.39185160347364
"4012","Gene_157","DrugA","Musculo","Bajo","48h",13,7.52780622913543
"4013","Gene_145","CRISPR","Higado","Alto","72h",30,24.7258455504315
"4014","Gene_009","Control","Rinon","Medio","48h",16,NA
"4015","Gene_037","CRISPR","Musculo","Medio","24h",19,8.6108725120042
"4016","Gene_130","Control","Musculo","Alto","48h",3,13.2876260260772
"4017","Gene_066","DrugB","Cerebro","Medio","48h",12,5.73153501596993
"4018","Gene_028","DrugB","Musculo","Bajo","48h",7,8.79175865230004
"4019","Gene_079","RNAi","Cerebro","Bajo","24h",23,5.32843696986632
"4020","Gene_125","CRISPR","Higado","Bajo","72h",23,9.73378556105045
"4021","Gene_031","RNAi","Cerebro","Medio","72h",10,10.2316349422475
"4022","Gene_145","CRISPR","Higado","Medio","72h",17,17.9437710246557
"4023","Gene_001","CRISPR","Musculo","Alto","48h",10,7.21820226607695
"4024","Gene_070","DrugB","Cerebro","Bajo","24h",21,5.60597592170725
"4025","Gene_128","Control","Rinon","Alto","72h",27,16.7920204453594
"4026","Gene_142","RNAi","Higado","Bajo","72h",21,9.66406948246957
"4027","Gene_044","Control","Cerebro","Medio","24h",1,5.07064230131382
"4028","Gene_120","Control","Cerebro","Bajo","72h",24,11.3641764666354
"4029","Gene_088","DrugB","Higado","Medio","48h",24,4.03183642000857
"4030","Gene_093","DrugA","Musculo","Bajo","72h",13,4.12473143510196
"4031","Gene_086","DrugB","Rinon","Bajo","24h",28,3.80824297464516
"4032","Gene_137","RNAi","Musculo","Bajo","24h",27,3.13736779212903
"4033","Gene_042","RNAi","Musculo","Bajo","48h",29,NA
"4034","Gene_161","Control","Higado","Bajo","72h",10,4.01456926493718
"4035","Gene_107","DrugA","Rinon","Bajo","24h",11,9.35683613783534
"4036","Gene_047","DrugA","Rinon","Alto","24h",16,14.2066103094696
"4037","Gene_172","CRISPR","Higado","Alto","72h",30,5.55896221999038
"4038","Gene_006","DrugA","Cerebro","Bajo","24h",5,4.12927472728024
"4039","Gene_062","CRISPR","Musculo","Medio","48h",7,9.06889469871663
"4040","Gene_082","DrugA","Rinon","Medio","48h",25,4.98090055423803
"4041","Gene_048","DrugB","Higado","Medio","72h",10,14.8058481493679
"4042","Gene_023","RNAi","Higado","Medio","72h",3,3.74076080846267
"4043","Gene_092","CRISPR","Rinon","Medio","72h",15,8.50286524057204
"4044","Gene_194","DrugB","Musculo","Medio","72h",29,NA
"4045","Gene_150","CRISPR","Musculo","Alto","24h",30,5.35628945426053
"4046","Gene_140","Control","Musculo","Bajo","48h",20,6.00340922208787
"4047","Gene_081","DrugA","Cerebro","Alto","72h",25,10.9119328774048
"4048","Gene_021","DrugB","Rinon","Medio","48h",19,4.7389497796947
"4049","Gene_175","DrugA","Cerebro","Alto","24h",10,5.00231533700341
"4050","Gene_194","Control","Cerebro","Alto","24h",28,5.68952338521739
"4051","Gene_027","CRISPR","Musculo","Alto","24h",22,3.74709268769546
"4052","Gene_140","RNAi","Rinon","Alto","72h",4,6.71851716972289
"4053","Gene_168","DrugA","Musculo","Bajo","48h",2,8.56825598816619
"4054","Gene_080","RNAi","Musculo","Medio","24h",30,5.19424954791538
"4055","Gene_058","RNAi","Musculo","Alto","72h",12,4.23729760986233
"4056","Gene_139","CRISPR","Musculo","Alto","48h",26,9.13520800081069
"4057","Gene_171","RNAi","Rinon","Alto","24h",21,6.35400874466651
"4058","Gene_037","DrugA","Higado","Bajo","48h",21,7.18796046153149
"4059","Gene_045","DrugA","Musculo","Medio","24h",22,7.70886871486077
"4060","Gene_160","CRISPR","Higado","Bajo","48h",12,6.83257635957146
"4061","Gene_089","DrugA","Musculo","Bajo","24h",27,8.3702918886895
"4062","Gene_098","CRISPR","Cerebro","Medio","72h",13,3.09346872650799
"4063","Gene_138","CRISPR","Musculo","Alto","24h",6,2.90930878758653
"4064","Gene_094","DrugA","Higado","Bajo","48h",27,5.45800994800146
"4065","Gene_150","DrugA","Higado","Bajo","24h",23,5.24617081390433
"4066","Gene_144","DrugA","Higado","Bajo","48h",7,6.62031331061728
"4067","Gene_105","CRISPR","Musculo","Bajo","72h",18,10.7088718044106
"4068","Gene_075","RNAi","Higado","Alto","72h",17,NA
"4069","Gene_105","Control","Rinon","Bajo","24h",24,6.6362809004256
"4070","Gene_019","DrugB","Higado","Alto","24h",13,11.6450228427557
"4071","Gene_028","DrugA","Higado","Alto","48h",30,10.1990975720491
"4072","Gene_069","CRISPR","Higado","Alto","24h",1,8.12718085174234
"4073","Gene_111","CRISPR","Rinon","Bajo","24h",23,6.70860076428704
"4074","Gene_168","DrugB","Musculo","Medio","72h",12,12.5198432077989
"4075","Gene_041","DrugB","Higado","Medio","48h",2,6.95503413319866
"4076","Gene_156","CRISPR","Higado","Bajo","72h",1,25.3172752344697
"4077","Gene_122","CRISPR","Higado","Bajo","24h",8,15.4212813370876
"4078","Gene_143","DrugB","Rinon","Medio","72h",23,6.59042671615204
"4079","Gene_054","DrugB","Higado","Bajo","48h",14,NA
"4080","Gene_131","CRISPR","Rinon","Medio","24h",24,12.9676898994784
"4081","Gene_098","DrugB","Higado","Medio","48h",29,6.29964178443828
"4082","Gene_137","Control","Higado","Bajo","72h",11,3.24629975443918
"4083","Gene_026","DrugA","Musculo","Medio","72h",21,5.27469311004452
"4084","Gene_068","CRISPR","Higado","Alto","72h",30,21.6640308476834
"4085","Gene_180","RNAi","Rinon","Alto","48h",20,15.089052086611
"4086","Gene_127","DrugB","Musculo","Alto","72h",25,4.85966385515095
"4087","Gene_045","DrugA","Musculo","Medio","72h",25,5.71318404177807
"4088","Gene_155","Control","Higado","Medio","48h",27,7.21907185597673
"4089","Gene_199","CRISPR","Musculo","Bajo","48h",2,11.0546720152854
"4090","Gene_106","Control","Musculo","Alto","48h",4,7.1761396028139
"4091","Gene_195","CRISPR","Higado","Bajo","72h",1,10.3988863735722
"4092","Gene_015","DrugB","Higado","Medio","72h",12,7.03870837796103
"4093","Gene_069","DrugB","Higado","Medio","48h",9,9.54321222346067
"4094","Gene_160","CRISPR","Higado","Medio","24h",30,9.88239256621798
"4095","Gene_166","CRISPR","Cerebro","Bajo","72h",13,NA
"4096","Gene_062","CRISPR","Cerebro","Alto","72h",29,10.2769707659247
"4097","Gene_053","CRISPR","Higado","Bajo","72h",16,6.88592437631782
"4098","Gene_062","Control","Musculo","Medio","72h",10,3.42500744922924
"4099","Gene_189","DrugA","Rinon","Bajo","48h",21,10.8214948938343
"4100","Gene_075","Control","Cerebro","Alto","72h",21,9.61695126708532
"4101","Gene_086","RNAi","Rinon","Alto","72h",4,4.61083216772136
"4102","Gene_013","Control","Cerebro","Bajo","72h",9,8.039408509009
"4103","Gene_021","Control","Musculo","Medio","48h",25,7.50848261919135
"4104","Gene_035","Control","Higado","Medio","72h",6,7.50454354510767
"4105","Gene_051","RNAi","Rinon","Medio","48h",10,8.16925782009394
"4106","Gene_183","DrugA","Rinon","Bajo","24h",23,8.97731434820214
"4107","Gene_007","CRISPR","Rinon","Alto","72h",16,5.13423001003842
"4108","Gene_175","DrugA","Musculo","Medio","72h",3,12.3801838333937
"4109","Gene_168","DrugA","Rinon","Bajo","48h",13,6.28138474420753
"4110","Gene_183","Control","Cerebro","Bajo","24h",3,7.90148046400782
"4111","Gene_002","DrugB","Rinon","Medio","48h",21,4.49868280431264
"4112","Gene_078","DrugA","Rinon","Alto","72h",15,3.90105149847603
"4113","Gene_184","Control","Higado","Alto","24h",18,8.18781839009934
"4114","Gene_200","RNAi","Cerebro","Bajo","72h",29,4.04007123220635
"4115","Gene_113","RNAi","Cerebro","Medio","72h",6,4.13338845923519
"4116","Gene_055","RNAi","Musculo","Bajo","24h",8,3.71579794191415
"4117","Gene_013","RNAi","Musculo","Alto","48h",5,7.12644801876903
"4118","Gene_011","RNAi","Musculo","Medio","48h",27,7.35515498714826
"4119","Gene_134","DrugA","Higado","Alto","24h",23,7.94828800970624
"4120","Gene_152","CRISPR","Higado","Alto","24h",1,6.85762706285142
"4121","Gene_155","Control","Rinon","Medio","24h",4,2.61604258668127
"4122","Gene_101","CRISPR","Higado","Bajo","48h",20,7.57773900142444
"4123","Gene_009","DrugB","Cerebro","Medio","48h",9,14.3620291172863
"4124","Gene_106","DrugA","Rinon","Bajo","48h",12,10.4412715700685
"4125","Gene_073","Control","Rinon","Bajo","72h",2,5.29076800839985
"4126","Gene_008","DrugA","Musculo","Bajo","24h",10,5.32259925306078
"4127","Gene_193","CRISPR","Cerebro","Bajo","72h",14,12.7254536685782
"4128","Gene_155","Control","Higado","Bajo","48h",8,3.9088920406505
"4129","Gene_193","DrugB","Rinon","Medio","72h",1,17.7551597280421
"4130","Gene_012","DrugA","Cerebro","Medio","48h",30,3.9089821766026
"4131","Gene_161","DrugB","Higado","Bajo","24h",15,5.7462574630315
"4132","Gene_029","Control","Musculo","Alto","72h",8,4.02211036123959
"4133","Gene_040","DrugA","Cerebro","Alto","72h",10,3.36810439728361
"4134","Gene_017","RNAi","Rinon","Medio","24h",28,6.71564847233283
"4135","Gene_191","DrugB","Rinon","Alto","24h",19,8.34082528082891
"4136","Gene_031","Control","Cerebro","Alto","24h",16,4.4581199001854
"4137","Gene_016","RNAi","Higado","Bajo","72h",19,19.2055245081978
"4138","Gene_157","DrugA","Higado","Medio","48h",9,18.6225382589883
"4139","Gene_192","Control","Musculo","Medio","24h",4,5.79710001059337
"4140","Gene_116","DrugB","Higado","Alto","72h",17,8.75107134086248
"4141","Gene_183","RNAi","Musculo","Medio","72h",18,NA
"4142","Gene_112","RNAi","Higado","Medio","48h",28,4.02342193905148
"4143","Gene_081","CRISPR","Cerebro","Alto","72h",21,10.8668245888395
"4144","Gene_101","RNAi","Cerebro","Medio","72h",6,4.86738000375504
"4145","Gene_179","DrugB","Musculo","Bajo","48h",14,3.26082025202515
"4146","Gene_197","DrugA","Higado","Bajo","24h",7,8.84260568464512
"4147","Gene_052","CRISPR","Musculo","Bajo","24h",5,11.785004225909
"4148","Gene_025","CRISPR","Cerebro","Bajo","24h",19,16.7121943732204
"4149","Gene_146","DrugA","Higado","Alto","24h",10,11.6897971444509
"4150","Gene_098","CRISPR","Cerebro","Medio","24h",3,17.9934615159325
"4151","Gene_144","Control","Rinon","Medio","24h",25,1.73900051624343
"4152","Gene_186","CRISPR","Rinon","Alto","48h",29,15.9030450217945
"4153","Gene_007","DrugB","Cerebro","Bajo","24h",12,13.2088564729526
"4154","Gene_114","CRISPR","Cerebro","Bajo","48h",21,5.9461484543164
"4155","Gene_183","Control","Rinon","Medio","72h",12,11.1622928653994
"4156","Gene_036","CRISPR","Higado","Medio","48h",4,6.78062377830807
"4157","Gene_007","DrugA","Musculo","Alto","48h",15,7.23583297295604
"4158","Gene_089","RNAi","Higado","Medio","72h",25,10.7541712443017
"4159","Gene_144","Control","Rinon","Bajo","48h",14,5.64005316811135
"4160","Gene_200","Control","Musculo","Alto","72h",18,10.0852392477447
"4161","Gene_152","DrugB","Cerebro","Bajo","48h",6,4.18694868649986
"4162","Gene_069","DrugB","Rinon","Alto","24h",2,12.1747371111771
"4163","Gene_147","Control","Higado","Medio","48h",18,17.7833101505693
"4164","Gene_173","Control","Rinon","Bajo","24h",3,7.67435177040956
"4165","Gene_065","DrugA","Musculo","Bajo","48h",3,7.66240673056117
"4166","Gene_117","RNAi","Rinon","Bajo","24h",20,5.1606092365035
"4167","Gene_060","Control","Rinon","Medio","48h",16,13.5320590768833
"4168","Gene_020","CRISPR","Musculo","Bajo","48h",14,4.33584792737835
"4169","Gene_090","DrugA","Musculo","Alto","72h",23,7.19451068929378
"4170","Gene_176","Control","Higado","Alto","72h",7,6.74467960307072
"4171","Gene_018","RNAi","Cerebro","Medio","48h",6,11.6066895303006
"4172","Gene_098","DrugA","Musculo","Bajo","72h",29,6.21247556134918
"4173","Gene_160","DrugA","Higado","Alto","24h",9,7.64922431744089
"4174","Gene_102","RNAi","Higado","Medio","72h",15,4.13450883645318
"4175","Gene_128","RNAi","Musculo","Bajo","48h",22,6.86485806562441
"4176","Gene_196","DrugB","Rinon","Bajo","48h",9,5.23093589712219
"4177","Gene_169","CRISPR","Rinon","Bajo","72h",1,6.01697436074665
"4178","Gene_050","DrugA","Musculo","Bajo","24h",2,6.57981166191232
"4179","Gene_017","Control","Musculo","Bajo","72h",1,11.3336028343201
"4180","Gene_031","RNAi","Cerebro","Bajo","24h",12,9.77453155537994
"4181","Gene_010","CRISPR","Musculo","Bajo","72h",30,6.439832871928
"4182","Gene_189","CRISPR","Musculo","Bajo","72h",2,3.83823561037953
"4183","Gene_135","DrugB","Rinon","Alto","72h",19,7.43765476236138
"4184","Gene_115","Control","Musculo","Medio","48h",23,10.6051193593549
"4185","Gene_197","RNAi","Higado","Bajo","24h",30,8.73564554015357
"4186","Gene_053","DrugB","Higado","Alto","48h",10,12.5053114818986
"4187","Gene_173","CRISPR","Higado","Bajo","24h",23,8.10557652013464
"4188","Gene_109","DrugB","Musculo","Alto","72h",3,6.072441618441
"4189","Gene_052","DrugA","Musculo","Medio","24h",18,8.32112939932257
"4190","Gene_099","DrugB","Musculo","Alto","24h",23,3.70409572217676
"4191","Gene_106","DrugA","Higado","Alto","48h",2,3.40110723529079
"4192","Gene_066","Control","Rinon","Medio","72h",30,9.23127026551854
"4193","Gene_072","CRISPR","Rinon","Medio","48h",24,12.4998892833537
"4194","Gene_097","DrugB","Musculo","Medio","48h",22,4.63134923233258
"4195","Gene_157","CRISPR","Musculo","Alto","72h",10,10.8455394415769
"4196","Gene_048","CRISPR","Cerebro","Bajo","48h",3,8.42996314945426
"4197","Gene_044","CRISPR","Rinon","Alto","48h",9,6.63463582478095
"4198","Gene_004","CRISPR","Musculo","Alto","48h",18,18.2406725965559
"4199","Gene_129","RNAi","Rinon","Alto","72h",23,8.8309808809026
"4200","Gene_177","CRISPR","Rinon","Bajo","48h",27,3.51337395427997
"4201","Gene_145","DrugB","Rinon","Bajo","72h",8,12.1558090116145
"4202","Gene_005","CRISPR","Rinon","Alto","48h",21,7.89389385692657
"4203","Gene_151","Control","Cerebro","Alto","48h",11,15.3599925784448
"4204","Gene_046","CRISPR","Musculo","Bajo","48h",1,7.98433773564617
"4205","Gene_167","RNAi","Musculo","Bajo","48h",1,4.53044194860031
"4206","Gene_095","CRISPR","Musculo","Alto","48h",3,5.36893576317211
"4207","Gene_037","DrugA","Higado","Bajo","72h",9,15.870266463365
"4208","Gene_023","CRISPR","Rinon","Medio","48h",16,NA
"4209","Gene_024","DrugB","Higado","Bajo","72h",26,4.9305769031888
"4210","Gene_168","RNAi","Rinon","Medio","24h",28,17.6609603585417
"4211","Gene_064","RNAi","Higado","Alto","72h",20,NA
"4212","Gene_054","DrugB","Rinon","Bajo","24h",17,7.18772924477696
"4213","Gene_188","Control","Rinon","Medio","24h",19,7.6691657965285
"4214","Gene_030","Control","Higado","Medio","48h",11,7.73720707165664
"4215","Gene_035","CRISPR","Cerebro","Alto","24h",2,6.50635253483226
"4216","Gene_158","DrugB","Cerebro","Alto","24h",30,8.45882185808777
"4217","Gene_072","RNAi","Musculo","Alto","24h",10,10.3917477696992
"4218","Gene_162","DrugB","Musculo","Medio","72h",25,4.61755197563348
"4219","Gene_013","RNAi","Higado","Alto","72h",15,7.5813632592755
"4220","Gene_161","Control","Cerebro","Alto","48h",26,11.7286394896561
"4221","Gene_136","Control","Rinon","Medio","48h",25,8.36639166938624
"4222","Gene_128","DrugA","Rinon","Medio","24h",16,5.8706843787334
"4223","Gene_141","DrugA","Cerebro","Medio","72h",6,5.08490400495638
"4224","Gene_072","Control","Musculo","Medio","72h",19,17.1636937275713
"4225","Gene_009","DrugB","Cerebro","Medio","72h",16,9.14994733614728
"4226","Gene_149","CRISPR","Musculo","Bajo","72h",29,6.62372969189496
"4227","Gene_126","CRISPR","Cerebro","Bajo","72h",6,4.15503162935271
"4228","Gene_039","Control","Higado","Bajo","72h",18,4.27560141651856
"4229","Gene_163","RNAi","Musculo","Medio","24h",12,12.4311108367625
"4230","Gene_197","DrugA","Higado","Bajo","48h",9,11.901398260953
"4231","Gene_194","CRISPR","Cerebro","Medio","48h",1,4.21206772349165
"4232","Gene_066","RNAi","Higado","Bajo","48h",2,8.15261883143828
"4233","Gene_191","CRISPR","Higado","Bajo","48h",11,8.945323533876
"4234","Gene_179","RNAi","Musculo","Bajo","72h",3,14.369559858295
"4235","Gene_148","Control","Musculo","Medio","24h",6,6.87014807111412
"4236","Gene_106","CRISPR","Cerebro","Alto","24h",13,8.99974105163484
"4237","Gene_198","RNAi","Musculo","Alto","24h",19,14.5506634306018
"4238","Gene_199","DrugA","Cerebro","Medio","72h",16,6.23901698116114
"4239","Gene_059","Control","Cerebro","Bajo","48h",7,11.1266132934754
"4240","Gene_149","DrugB","Musculo","Medio","72h",10,21.7761860857287
"4241","Gene_049","RNAi","Musculo","Bajo","72h",27,7.10553104073199
"4242","Gene_157","RNAi","Higado","Medio","72h",13,7.75301781982589
"4243","Gene_006","DrugB","Musculo","Medio","48h",19,4.94948468273556
"4244","Gene_089","Control","Musculo","Alto","48h",19,7.05985636790283
"4245","Gene_120","DrugB","Cerebro","Alto","48h",29,7.3286405256649
"4246","Gene_056","Control","Musculo","Bajo","24h",21,NA
"4247","Gene_057","Control","Higado","Alto","24h",16,5.00271748838159
"4248","Gene_008","DrugB","Rinon","Medio","72h",2,4.84083988599136
"4249","Gene_030","RNAi","Cerebro","Medio","24h",30,14.5768657434472
"4250","Gene_001","DrugA","Cerebro","Bajo","72h",15,2.91505201688155
"4251","Gene_029","DrugB","Musculo","Bajo","24h",26,NA
"4252","Gene_117","DrugA","Cerebro","Bajo","48h",21,4.94271688284425
"4253","Gene_045","RNAi","Cerebro","Bajo","72h",21,2.35249482431341
"4254","Gene_138","Control","Musculo","Bajo","24h",8,9.68069771857355
"4255","Gene_073","RNAi","Rinon","Medio","24h",6,9.77231833612706
"4256","Gene_154","DrugA","Cerebro","Medio","72h",3,11.1471809504122
"4257","Gene_171","DrugB","Rinon","Alto","24h",15,11.5806650373188
"4258","Gene_166","DrugA","Rinon","Medio","72h",7,11.6129513264243
"4259","Gene_008","Control","Higado","Bajo","24h",28,11.7236859223956
"4260","Gene_059","DrugA","Higado","Medio","72h",19,12.6303751457067
"4261","Gene_102","RNAi","Higado","Alto","48h",30,6.34755091300959
"4262","Gene_064","CRISPR","Cerebro","Alto","72h",16,3.99513547927141
"4263","Gene_115","DrugB","Higado","Medio","24h",4,12.3483993608007
"4264","Gene_046","DrugB","Cerebro","Bajo","24h",26,8.12503958097641
"4265","Gene_117","DrugA","Rinon","Medio","24h",10,5.02163259985476
"4266","Gene_074","RNAi","Cerebro","Bajo","24h",28,8.6222421800454
"4267","Gene_106","RNAi","Musculo","Bajo","24h",21,8.90426191373226
"4268","Gene_128","RNAi","Musculo","Bajo","48h",19,7.32945580498958
"4269","Gene_099","DrugB","Musculo","Alto","24h",21,18.783806896384
"4270","Gene_163","RNAi","Higado","Bajo","48h",11,9.0118600803382
"4271","Gene_092","RNAi","Musculo","Medio","48h",14,4.76106355381402
"4272","Gene_169","CRISPR","Cerebro","Bajo","72h",21,10.3687353800672
"4273","Gene_048","Control","Higado","Bajo","24h",15,6.12848147297838
"4274","Gene_185","CRISPR","Musculo","Bajo","24h",23,4.24569247040355
"4275","Gene_042","RNAi","Rinon","Bajo","48h",13,4.62859069890774
"4276","Gene_133","DrugA","Cerebro","Medio","48h",11,NA
"4277","Gene_048","DrugA","Musculo","Bajo","24h",14,3.56332810938839
"4278","Gene_032","RNAi","Cerebro","Bajo","48h",10,5.64426000607694
"4279","Gene_050","DrugA","Rinon","Alto","24h",5,8.22672266922399
"4280","Gene_050","RNAi","Rinon","Alto","48h",2,5.61502624811311
"4281","Gene_120","Control","Rinon","Alto","24h",12,23.0597740413333
"4282","Gene_110","Control","Musculo","Medio","72h",19,10.1214858088414
"4283","Gene_194","DrugA","Higado","Bajo","24h",16,4.1851914795793
"4284","Gene_156","RNAi","Rinon","Bajo","24h",13,4.78272913169
"4285","Gene_185","RNAi","Cerebro","Medio","24h",24,9.16163436959501
"4286","Gene_147","RNAi","Rinon","Alto","24h",28,7.13575071886203
"4287","Gene_031","DrugA","Musculo","Medio","48h",7,9.61135138773198
"4288","Gene_011","DrugB","Rinon","Alto","48h",20,6.01696990148823
"4289","Gene_107","RNAi","Musculo","Bajo","24h",28,1.53584515380982
"4290","Gene_015","Control","Cerebro","Medio","48h",11,4.81167251766508
"4291","Gene_097","DrugA","Higado","Bajo","24h",17,3.31197192852842
"4292","Gene_008","DrugA","Higado","Bajo","48h",24,7.39083809410112
"4293","Gene_038","RNAi","Higado","Bajo","24h",7,14.2890465847402
"4294","Gene_075","Control","Higado","Bajo","72h",1,5.83986059883884
"4295","Gene_034","RNAi","Higado","Bajo","72h",14,6.82822032318457
"4296","Gene_108","DrugA","Higado","Bajo","24h",14,4.69073982464412
"4297","Gene_179","CRISPR","Musculo","Bajo","24h",23,9.64451168605166
"4298","Gene_067","CRISPR","Cerebro","Medio","48h",17,7.51252134589701
"4299","Gene_173","RNAi","Rinon","Alto","48h",12,7.91632832581543
"4300","Gene_042","Control","Rinon","Medio","48h",27,6.1687500521151
"4301","Gene_178","RNAi","Rinon","Bajo","24h",4,4.89477658818789
"4302","Gene_159","Control","Cerebro","Alto","48h",21,19.7982066768762
"4303","Gene_028","DrugA","Rinon","Bajo","24h",4,11.1000085695439
"4304","Gene_197","DrugB","Cerebro","Alto","48h",4,5.17348103212032
"4305","Gene_035","DrugA","Higado","Alto","24h",23,4.90076351532324
"4306","Gene_195","DrugB","Musculo","Medio","24h",27,NA
"4307","Gene_021","Control","Cerebro","Alto","48h",7,11.2219585935623
"4308","Gene_072","DrugB","Musculo","Medio","24h",29,4.25316675799433
"4309","Gene_065","CRISPR","Musculo","Bajo","48h",11,5.08205530897926
"4310","Gene_006","DrugA","Musculo","Bajo","48h",8,5.06060326847809
"4311","Gene_135","Control","Cerebro","Alto","24h",15,8.54420719789584
"4312","Gene_063","DrugA","Higado","Medio","48h",10,7.63426227911796
"4313","Gene_014","DrugA","Higado","Bajo","72h",19,5.26681912793819
"4314","Gene_011","Control","Rinon","Medio","24h",11,8.22905797243944
"4315","Gene_073","CRISPR","Rinon","Bajo","72h",28,3.98737002635491
"4316","Gene_148","Control","Cerebro","Medio","72h",22,9.20941062370233
"4317","Gene_102","RNAi","Higado","Medio","24h",24,10.0299801359328
"4318","Gene_070","RNAi","Cerebro","Bajo","24h",13,11.3170253426151
"4319","Gene_179","DrugB","Rinon","Bajo","72h",7,10.0506883905027
"4320","Gene_166","DrugB","Musculo","Medio","48h",1,8.80234578447053
"4321","Gene_054","DrugB","Cerebro","Bajo","48h",16,NA
"4322","Gene_081","DrugA","Musculo","Bajo","24h",24,4.09608803303266
"4323","Gene_105","Control","Rinon","Medio","48h",13,7.78358558850192
"4324","Gene_178","DrugA","Rinon","Alto","48h",5,19.113421522553
"4325","Gene_056","Control","Cerebro","Medio","24h",4,9.02599565256856
"4326","Gene_135","DrugB","Cerebro","Alto","48h",15,3.86740097318136
"4327","Gene_018","Control","Musculo","Bajo","24h",30,6.09288818083467
"4328","Gene_046","RNAi","Rinon","Alto","48h",18,NA
"4329","Gene_047","Control","Higado","Bajo","48h",16,5.87535451584955
"4330","Gene_080","RNAi","Higado","Bajo","24h",13,13.7202384618159
"4331","Gene_196","RNAi","Musculo","Bajo","24h",28,6.02133203749005
"4332","Gene_022","CRISPR","Musculo","Alto","24h",7,9.54633213664221
"4333","Gene_168","RNAi","Musculo","Bajo","48h",20,7.78065529989261
"4334","Gene_069","Control","Cerebro","Alto","24h",27,6.1434035676356
"4335","Gene_116","Control","Cerebro","Alto","72h",5,5.06091621337497
"4336","Gene_015","Control","Musculo","Bajo","24h",12,5.40295497054109
"4337","Gene_183","RNAi","Cerebro","Medio","48h",13,6.10934164420705
"4338","Gene_069","DrugA","Rinon","Alto","72h",15,4.91793628488318
"4339","Gene_005","Control","Rinon","Alto","24h",13,10.8308255986281
"4340","Gene_110","Control","Higado","Alto","48h",23,NA
"4341","Gene_125","CRISPR","Rinon","Alto","72h",22,13.9355405290562
"4342","Gene_142","Control","Cerebro","Bajo","24h",14,8.0235335447923
"4343","Gene_144","CRISPR","Musculo","Alto","48h",25,4.10509524210218
"4344","Gene_023","Control","Cerebro","Alto","72h",5,8.22789376028862
"4345","Gene_106","RNAi","Cerebro","Bajo","24h",28,6.42773931400605
"4346","Gene_111","CRISPR","Higado","Alto","48h",28,9.98519308072706
"4347","Gene_120","DrugB","Cerebro","Medio","48h",6,15.3432053075753
"4348","Gene_184","Control","Higado","Bajo","24h",21,4.77121163011148
"4349","Gene_139","DrugB","Higado","Bajo","24h",3,5.43722915138366
"4350","Gene_133","DrugB","Cerebro","Medio","24h",2,4.7225795609865
"4351","Gene_124","Control","Rinon","Alto","24h",18,12.0742856114509
"4352","Gene_151","Control","Musculo","Medio","24h",30,9.82595149958818
"4353","Gene_054","CRISPR","Musculo","Medio","48h",17,21.2543772426348
"4354","Gene_023","DrugB","Cerebro","Medio","72h",8,12.4093021767286
"4355","Gene_190","DrugA","Musculo","Bajo","24h",23,10.3158579189713
"4356","Gene_083","CRISPR","Higado","Alto","24h",17,8.04433805253551
"4357","Gene_144","CRISPR","Musculo","Alto","24h",15,16.4439356827426
"4358","Gene_076","RNAi","Musculo","Medio","24h",30,14.8423016790862
"4359","Gene_134","RNAi","Rinon","Medio","48h",9,7.12878713053089
"4360","Gene_070","CRISPR","Cerebro","Alto","72h",17,2.48665714704817
"4361","Gene_178","DrugA","Rinon","Alto","24h",30,3.69991212322582
